dt,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3
1710468000,4,4219.06,64.37,33.24,0.84,30.04,60.98,93.62,13.05
1710471600,3,2750.4,34.87,32.56,2.3,23.13,41.89,68.71,11.65
1710475200,2,1188.28,2.99,28.79,13.59,11.8,16.87,27.96,6.02
1710478800,2,1041.41,0.85,27.08,20.03,11.21,14.26,22.69,5.51
1710482400,2,1068.12,0.5,28.45,21.64,11.32,13.19,20.68,5.38
1710486000,2,1108.17,1.63,27.08,25.39,11.44,12.25,19.56,5.45
1710489600,2,1214.98,2.29,28.45,27.18,11.92,12.86,20.69,5.83
1710493200,2,1388.55,3.24,31.19,25.03,12.4,13.97,22.29,6.08
1710496800,2,1762.39,6.76,38.04,13.05,14.78,16.39,27.04,7.09
1710500400,2,2029.42,12.18,37.7,1.83,16.21,19.05,32.26,8.04
1710504000,2,1869.2,11.29,32.9,0.51,15.02,21.35,37.71,8.99
1710507600,2,1655.58,8.27,30.16,0.97,14.19,23.58,42.77,9.75
1710511200,2,1348.5,5.81,24.33,1.52,12.28,21.65,41.6,9.37
1710514800,2,1148.22,5.92,19.36,1.17,10.73,19.32,38.14,8.61
1710518400,2,1041.41,7.49,15.94,0.6,9.66,16.11,31.86,7.09
1710522000,2,854.49,6.87,13.37,0.5,8.11,10.82,21.51,4.62
1710525600,1,574.11,2.82,10.62,1.81,5.66,7,14,3.36
1710529200,1,447.27,1.02,8.48,4.47,4.29,5.59,10.94,2.88
1710532800,1,440.6,0.77,8.48,5.41,4.41,6.11,11.57,2.91
1710536400,1,473.98,0.83,9.68,5.1,4.95,7.39,13.66,3.2
1710540000,1,547.41,1.3,11.82,3.93,5.9,8.98,15.76,3.39
1710543600,2,680.92,2.46,14.39,2.68,6.91,10.95,18.43,3.77
1710547200,2,1281.74,11.4,18.16,0.49,10.61,19.68,31.58,5.89
1710550800,3,2189.64,29.95,20.22,0.62,16.21,29.62,46.18,7.73
1710554400,3,2189.64,30.85,21.42,1.25,17.17,28.75,46.24,8.36
1710558000,2,1628.88,19.67,21.76,2.68,15.02,22.56,37.74,8.23
1710561600,2,1028.06,5.64,21.42,9.3,10.37,13.72,22.27,5.32
1710565200,2,947.95,3.35,20.73,17.17,10.01,12.8,19.55,4.62
1710568800,2,988.01,3.86,21.08,19.49,10.25,12.33,18.49,4.37
1710572400,2,988.01,4.69,20.56,17.7,9.89,11.22,17.31,4.31
1710576000,2,1014.71,5.7,20.39,14.31,9.89,10.58,16.54,4.37
1710579600,2,1108.17,7.49,21.08,10.37,10.01,10.7,16.65,4.43
1710583200,2,1482.01,13.97,23.31,4.47,12.64,13.31,21.59,5.57
1710586800,2,1842.5,22.35,23.65,0.48,15.26,18.28,30.41,7.03
1710590400,2,1762.39,21.46,20.73,0.01,14.31,21.48,36.88,7.79
1710594000,2,1588.82,18.1,18.16,0.02,13.35,23.69,42.59,8.36
1710597600,2,1308.44,12.74,16.28,0.09,11.56,22.01,42.56,8.04
1710601200,2,1121.52,9.28,15.25,0.25,10.01,20.11,39.98,7.66
1710604800,2,1041.41,8.16,15.08,0.36,9.06,17.29,34.38,6.46
1710608400,2,867.84,6.03,14.57,0.64,7.51,12.1,23.7,4.37
1710612000,1,660.9,2.79,13.37,1.92,6.32,9.41,17.86,3.61
1710615600,1,527.38,1.06,11.31,4.52,5.19,8.31,14.76,3.1
1710619200,1,487.33,0.71,10.8,5.72,5.01,8.34,14.14,2.94
1710622800,1,480.65,0.77,11.14,5.28,5.3,8.84,14.69,3.04
1710626400,1,514.03,1.27,12.17,3.84,5.96,9.44,15.46,3.17
1710630000,2,600.81,2.57,13.02,2.26,6.74,10.07,16.73,3.45
1710633600,2,1014.71,9.61,14.39,0.56,9.42,15.53,25.68,5.13
1710637200,2,1602.17,21.9,15.25,1.03,13.35,20.83,34.12,6.59
1710640800,2,1682.28,22.8,17.14,2.3,14.31,21.32,35.77,7.35
1710644400,2,1361.85,14.53,19.02,5.68,12.87,18.47,31.65,7.35
1710648000,2,1014.71,6.71,18.85,15.2,10.25,13.72,22.36,5.57
1710651600,2,921.25,3.97,20.39,17.88,9.54,11.47,17.84,4.56
1710655200,1,847.82,1.68,20.91,18.42,9.06,9.07,14.15,3.77
1710658800,1,761.03,0.82,18.68,20.74,7.99,7.18,11.38,3.13
1710662400,1,801.09,1.33,19.36,19.31,7.99,7.53,11.91,3.36
1710666000,1,881.2,2.57,20.73,12.87,8.46,8.05,12.72,3.58
1710669600,2,1268.39,10.39,22.62,4.78,11.44,11.66,19.49,5.26
1710673200,2,1575.47,18.33,20.56,0.68,13.35,15.43,26.77,6.71
1710676800,2,1468.66,16.99,17.65,0.04,12.28,17.44,31.24,7.47
1710680400,2,1308.44,13.08,16.62,0.1,11.32,19.05,35.2,8.04
1710684000,2,1068.12,8.16,15.94,0.42,9.66,17.23,33.87,7.54
1710687600,2,934.6,5.36,15.25,1.01,8.46,15.59,31.32,6.97
1710691200,2,867.84,4.69,14.91,1.24,7.75,13.67,27.47,5.95
1710694800,2,741,3.58,14.22,1.56,6.74,10.34,21.05,4.37
1710698400,1,640.87,2.79,13.54,1.97,6.97,9.96,19.36,4.37
1710702000,1,547.41,1.75,12.34,2.95,6.68,9.73,19.11,4.37
1710705600,1,514.03,1.34,11.82,3.71,6.62,9.7,18.93,4.37
1710709200,2,514.03,1.41,12,3.49,7.03,10.07,19.8,4.43
1710712800,2,554.08,2.12,12.85,2.5,7.63,10.58,19.51,4.37
1710716400,2,674.25,4.25,13.88,1.15,8.58,11.98,20.86,4.75
1710720000,2,1255.04,14.98,15.25,0.49,12.76,20.71,34.39,7.54
1710723600,3,2162.93,33.53,17.82,1.39,19.31,30.53,49.51,10.39
1710727200,3,2323.15,36.66,20.56,2.39,21.7,31.15,51.98,11.4
1710730800,3,1922.61,27.05,22.28,3.71,20.27,26.17,45.37,11.02
1710734400,2,1134.87,10.62,20.22,10.91,13.35,16.72,29.05,7.85
1710738000,2,988.01,8.27,19.36,20.56,13.59,14.67,24.34,6.78
1710741600,2,988.01,8.27,20.56,27.89,15.5,14.42,23.17,6.14
1710745200,2,974.66,7.82,20.91,30.04,15.97,13.7,21.73,5.57
1710748800,2,974.66,6.93,21.08,30.76,14.66,12.97,20.51,5.51
1710752400,2,1041.41,6.54,21.93,28.61,13.23,12.27,19.62,5.57
1710756000,2,1602.17,11.96,31.87,14.13,16.21,16.69,26.79,7.54
1710759600,2,2109.53,21.46,31.53,1.56,18.36,21.99,36.21,9.75
1710763200,2,1976.01,21.9,24.68,0.02,16.69,24.93,42.86,11.53
1710766800,3,1869.2,19.89,21.93,0.02,16.69,29.58,53.43,13.81
1710770400,3,1735.69,18.1,19.88,0.02,15.97,31.91,60.71,14.19
1710774000,3,1642.23,17.43,17.99,0.02,15.26,33.1,64.79,13.93
1710777600,3,1575.47,17.88,16.79,0.02,14.42,30.29,60.73,12.03
1710781200,2,1308.44,15.42,15.59,0.02,12.16,21.84,46.63,8.23
1710784800,2,1001.36,10.84,14.22,0.06,10.25,17.56,38.29,6.84
1710788400,2,761.03,6.31,13.02,0.3,8.58,14.93,32.74,6.21
1710792000,2,627.52,3.69,12.34,0.89,7.63,12.88,27.53,5.7
1710795600,2,560.76,2.4,12.34,1.86,7.39,11.3,23.86,5.19
1710799200,2,560.76,2.32,13.02,2.24,7.75,10.65,22.14,5
1710802800,2,687.6,4.36,14.05,1.14,8.94,12.13,24.16,5.76
1710806400,2,1335.14,16.54,15.25,0.64,13.59,21.7,39.2,9.25
1710810000,3,2349.85,37.55,17.99,2.08,20.98,32.94,57.11,12.79
1710813600,3,2429.96,35.32,23.99,8.05,22.41,33.93,61.57,13.93
1710817200,3,1895.9,15.87,31.53,41.13,20.27,33.82,60.57,13.81
1710820800,2,947.95,3.91,14.57,66.52,9.42,19.09,30.29,6.71
1710824400,2,834.47,2.93,13.19,65.09,8.34,16.45,24.59,5.64
1710828000,2,894.55,2.77,15.77,64.37,9.42,16.9,24.91,5.76
1710831600,2,907.9,2.71,17.31,54.36,9.54,14.37,21.85,5.64
1710835200,2,894.55,2.71,17.99,41.84,8.7,11.29,17.7,5.32
1710838800,1,921.25,2.96,19.19,28.61,8.46,9.3,15.2,5.13
1710842400,2,1415.25,8.38,28.45,11,13.35,13.07,22.72,7.47
1710846000,2,1815.8,17.88,28.1,0.89,16.69,17.59,32.79,10.51
1710849600,2,1735.69,19.67,22.28,0.03,16.21,20.94,41.09,12.79
1710853200,3,1895.9,22.35,21.25,0.01,17.4,29.49,58.13,16.47
1710856800,3,1976.01,23.25,20.39,0.01,17.64,36.52,72.8,17.99
1710860400,3,1976.01,22.8,19.19,0.01,17.17,40.41,81.31,17.73
1710864000,3,2002.72,24.36,18.16,0,16.45,39.32,79.71,15.07
1710867600,3,1762.39,22.58,16.79,0,13.83,30.13,63.96,10.39
1710871200,3,1375.2,16.54,15.25,0.02,11.32,25.17,54.34,8.23
1710874800,2,1041.41,10.17,13.54,0.1,9.06,22.32,48.5,7.41
1710878400,2,921.25,7.6,12.34,0.19,8.23,21.99,47.06,7.22
1710882000,2,907.9,7.71,11.65,0.17,8.46,23.67,49.27,7.28
1710885600,3,1028.06,10.73,11.65,0.06,9.66,27.3,55.03,7.6
1710889200,3,1335.14,17.43,12,0.01,11.92,32.09,61.52,8.87
1710892800,4,2643.59,42.02,14.57,0.14,20.5,52.94,91.77,14.44
1710896400,5,4753.11,84.94,21.25,1.35,33.86,79.68,130.15,20.77
1710900000,5,4966.74,77.78,39.76,8.76,36.72,79.73,133.07,23.81
1710903600,4,3364.56,26.38,56.89,59.37,29.33,66.78,112.08,21.28
1710907200,3,1041.41,3.91,15.94,84.4,10.61,25.46,39.92,7.66
1710910800,3,867.84,2.51,12.34,94.41,9.18,25.65,36.45,6.4
1710914400,3,894.55,2.29,13.88,107.29,11.09,28.97,39.67,6.14
1710918000,3,881.2,2.26,14.57,110.15,12.76,27.8,38.1,5.51
1710921600,3,854.49,2.46,15.42,104.43,13.35,24.03,33.93,5.26
1710925200,2,894.55,2.99,17.48,87.26,13.59,19.78,29.39,5.07
1710928800,2,1255.04,4.69,28.79,60.8,16.45,19.57,30.94,6.52
1710932400,2,1815.8,5.48,46.61,19.31,18.84,22.46,38.24,10.39
1710936000,3,1949.31,10.73,41.47,0.62,18.36,25.91,46.52,14.57
1710939600,3,2136.23,19,32.22,0.05,19.79,35.35,64.79,19.51
1710943200,3,2136.23,22.13,26.05,0.01,19.55,41.67,78.92,21.28
1710946800,3,2029.42,21.68,22.28,0.01,18.36,43.19,84.79,20.52
1710950400,3,1949.31,22.8,20.22,0.01,16.93,39.74,80.14,17.48
1710954000,3,1695.63,20.79,18.51,0.01,14.19,30.04,64.5,11.91
1710957600,3,1335.14,15.2,16.62,0.02,11.68,25.08,54.67,9.25
1710961200,3,1054.76,10.06,14.91,0.11,9.54,23.22,50.46,8.23
1710964800,3,974.66,8.27,14.05,0.15,8.7,24.47,51.45,8.11
1710968400,3,988.01,8.83,13.54,0.1,9.06,27.48,55.82,8.11
1710972000,3,1148.22,12.52,13.37,0.03,10.37,32.51,63.83,8.23
1710975600,3,1468.66,19.45,13.54,0,12.87,38.05,71.97,9.37
1710979200,4,2723.69,43.36,15.94,0.49,21.46,58.39,101.71,14.57
1710982800,5,4699.71,81.36,24.33,2.3,34.33,83,134.66,19.51
1710986400,5,5447.39,84.94,47.3,7.69,41.48,97.09,153.49,22.8
1710990000,5,4112.24,41.57,70.6,30.76,40.53,90.38,142,21.79
1710993600,3,1161.58,6.37,28.79,65.8,27.18,34.47,49.01,6.52
1710997200,3,881.2,2.32,21.25,91.55,23.84,30.19,39.43,4.43
1711000800,3,867.84,1.62,21.93,87.98,22.89,26.08,34.21,3.89
1711004400,2,867.84,1.4,21.93,76.53,20.5,22.06,30.35,3.89
1711008000,2,894.55,1.63,23.65,66.52,20.27,20.54,29.14,4.12
1711011600,2,988.01,1.96,27.76,53.64,21.7,19.92,28.81,4.37
1711015200,3,2296.45,10.17,56.89,20.21,30.52,33.72,51.02,9.37
1711018800,4,3952.03,36.66,63.06,1.23,37.19,53.83,84.1,15.33
1711022400,4,4112.24,45.6,52.78,0,35.76,66.12,105.93,18.49
1711026000,5,4966.74,63.48,50.04,0,41.01,98.63,150.41,23.05
1711029600,5,6248.47,83.15,51.41,0,46.25,145.71,215.94,26.09
1711033200,5,7049.56,92.09,54.15,0,47.68,192.78,287.12,28.12
1711036800,5,7904.05,105.5,56.89,0,48.16,224,339.7,26.85
1711040400,5,8010.86,116.23,55.52,0,44.35,220.08,332.97,19.51
1711044000,5,7476.81,112.65,50.04,0,40.05,214.07,320.41,18.75
1711047600,5,6301.88,93.88,42.5,0,34.33,205.84,309.37,19.76
1711051200,5,5126.95,74.21,33.59,0,27.42,194.88,295.58,18.49
1711054800,5,4432.68,62.58,26.05,0,21.93,188.9,283.05,17.48
1711058400,5,4272.46,62.58,20.91,0,20.27,187.32,272.15,16.72
1711062000,5,4753.11,76,18.51,0,23.6,194.82,277.78,17.99
1711065600,5,7049.56,125.17,21.42,0.14,39.1,231.35,322.7,27.11
1711069200,5,8010.86,155.57,34.96,1.45,59.6,207.14,283.62,27.61
1711072800,5,8544.92,151.99,67.86,4.11,70.57,194.42,262.54,26.09
1711076400,5,7156.37,109.08,104.19,6.79,77.25,172.57,232.32,23.56
1711080000,5,3070.83,51.41,71.29,6.53,62.94,85.7,114.7,9.88
1711083600,4,1949.31,31.29,67.17,9.3,57.22,61.81,81.28,6.84
1711087200,3,1668.93,17.43,74.03,16.45,54.84,49.69,64.96,6.14
1711090800,3,1482.01,7.71,69.23,34.69,49.59,38.64,51.58,5.7
1711094400,3,1428.6,3.55,58.95,52.93,45.3,32.14,44.42,5.7
1711098000,3,1482.01,2.88,53.47,49.35,41.01,27.48,39.22,5.76
1711101600,4,4753.11,42.92,82.94,7.87,46.25,58.57,83.61,13.68
1711105200,5,9933.47,143.05,85.68,0.42,61.04,122.01,168.09,22.04
1711108800,5,13671.88,212.79,87.05,0,71.53,201.71,274.77,28.88
1711112400,5,19012.45,307.56,97.33,0,86.78,357.56,480.82,41.54
1711116000,5,24566.65,407.7,106.93,0,93.46,561.22,745.89,49.65
1711119600,5,28198.24,464.92,117.9,0,92.51,740.12,973.17,53.7
1711123200,5,29052.73,472.07,126.12,0,86.78,821.56,1071.36,50.16
1711126800,5,26062.01,425.58,122.01,0,71.53,754.03,983.34,36.48
1711130400,5,19653.32,311.14,100.08,0,49.59,587.35,777.53,27.61
1711134000,5,14526.37,225.31,77.46,0,36.72,468.03,633.95,27.11
1711137600,5,11749.27,184.18,61.69,0,31.95,412.99,569.56,29.89
1711141200,5,9933.47,159.14,50.04,0,30.04,378.86,526.1,33.44
1711144800,5,8758.54,143.05,41.47,0,30.52,351.4,489.3,38.5
1711148400,5,9185.79,153.78,38.04,0,34.81,367.23,503.25,44.58
1711152000,5,13351.44,236.03,42.84,0.1,54.84,483.72,642.09,60.8
1711155600,5,20507.81,361.2,72.66,1.32,81.06,612.9,791.75,59.78
1711159200,5,24353.03,318.29,213.86,10.64,83.92,689.37,862.63,43.06
1711162800,5,21789.55,60.8,389.34,197.41,75.34,814.95,965.86,32.17
1711166400,5,3791.81,3.52,66.49,291.82,43.87,219.35,251.61,6.33
1711170000,5,2216.34,1.36,34.96,297.55,37.67,158.7,181.18,6.21
1711173600,5,1762.39,0.89,32.56,271.8,34.81,133.23,152.22,6.33
1711177200,5,1562.12,0.72,37.01,223.16,32.9,110.83,127.07,6.02
1711180800,5,1468.66,0.5,40.78,180.24,31.95,96.44,110.29,5.76
1711184400,5,1455.31,0.17,43.18,137.33,29.8,83.21,95.34,5.7
1711188000,5,2750.4,0.21,80.88,67.95,35.76,88.91,104.78,9.25
1711191600,5,5767.82,21.01,139.83,3.04,50.54,128.18,154.74,15.2
1711195200,5,8438.11,60.8,163.14,0,61.99,190.04,231.22,20.01
1711198800,5,12496.95,114.44,180.96,0,72.48,317.1,398.26,32.93
1711202400,5,16235.35,168.09,167.25,0,72.48,467.81,598.27,39.52
1711206000,5,17944.34,191.33,143.95,0,65.8,581.2,750.75,40.53
1711209600,5,18371.58,198.48,126.12,0,58.17,634.57,822.73,36.98
1711213200,5,17303.47,185.97,112.41,0,49.11,614.41,791.38,29.39
1711216800,5,15167.24,146.63,102.82,0,40.05,570.93,731.14,27.87
1711220400,5,12496.95,93.88,104.19,0,32.42,510.44,642.7,28.88
1711224000,5,10253.91,53.2,108.3,0,26.7,458.37,562.69,27.61
1711227600,5,8972.17,29.5,111.04,0,24.08,428,512.76,24.83
1711231200,5,8117.68,18.1,106.93,0,23.6,402.14,473.86,21.53
1711234800,5,7904.05,19.45,102.82,0,25.75,390.49,455.69,19.51
1711238400,5,10040.28,57.22,109.67,0.17,38.62,435.21,511.59,24.57
1711242000,5,13671.88,121.59,131.61,1.81,57.7,484.96,576.24,26.6
1711245600,5,16021.73,135.9,178.22,7.6,64.85,511.92,608.79,28.63
1711249200,5,14953.61,48.73,244.02,75.82,58.65,527.07,619.3,31.92
1711252800,5,2376.56,2.37,40.1,164.51,21.7,120.97,138.51,9.12
1711256400,5,1375.2,0.94,23.31,144.48,17.64,84.48,95.75,6.97
1711260000,4,1214.98,0.39,23.99,110.15,16.45,68.82,77.81,6.21
1711263600,4,1348.5,0,35.3,67.95,21.7,59.05,67.65,6.27
1711267200,4,1655.58,0,47.98,41.48,26.94,57.09,66.82,6.9
1711270800,4,2029.42,0.18,58.95,21.46,29.56,55.26,66.04,7.54
1711274400,5,5340.58,53.64,75.4,0.55,43.87,88.28,109.73,12.92
1711278000,5,11535.64,178.81,77.46,0.04,64.85,171.39,213.51,19
1711281600,5,16235.35,268.22,89.11,0,75.34,272.58,338.88,25.59
1711285200,5,17517.09,282.53,104.19,0,74.39,352.94,437.82,32.42
1711288800,5,16448.97,257.49,109.67,0,67.71,393.51,488.58,32.42
1711292400,5,14739.99,221.73,109.67,0,58.65,411.8,512.44,30.91
1711296000,5,13137.82,193.12,105.56,0,49.59,399.92,498.68,25.84
1711299600,5,11428.83,168.09,94.59,0,39.58,356.8,445.31,17.48
1711303200,5,9826.66,143.05,81.57,0,32.42,328.65,416.22,15.96
1711306800,5,8438.11,114.44,66.49,0,26.7,311.88,403.18,16.72
1711310400,5,7690.43,101.03,53.47,0,24.32,317.98,416.73,19.51
1711314000,5,7690.43,99.24,43.87,0,25.51,338.11,439.64,24.07
1711317600,5,8010.86,105.5,37.36,0,27.66,360.28,453.43,25.59
1711321200,5,9078.98,126.96,34.96,0,30.28,388.49,480.71,22.29
1711324800,5,12603.76,194.91,43.18,0.02,46.25,473.1,582.09,26.6
1711328400,5,13031.01,212.79,69.92,0.23,62.94,416.12,508.36,27.61
1711332000,5,13885.5,228.88,82.94,0.46,72.48,381.63,472.96,32.17
1711335600,5,12496.95,193.12,95.96,0.83,69.62,334.97,416.99,35.46
1711339200,5,3284.45,11.4,87.74,25.39,31.95,91.52,113.69,11.27
1711342800,4,2136.23,0.75,63.06,57.22,28.13,60.85,76.96,8.61
1711346400,4,1869.2,0.49,53.47,72.24,28.85,54.27,69.12,8.04
1711350000,4,1789.09,1.72,50.04,82.97,31.47,52.08,65.81,7.35
1711353600,4,1842.5,3.44,50.04,94.41,32.9,52.6,65.78,7.16
1711357200,4,1976.01,4.19,53.47,95.84,33.38,53.33,66.54,7.35
1711360800,5,5714.42,31.29,122.01,27.18,51.5,100.08,129.16,16.47
1711364400,5,12710.57,146.63,149.43,0.44,78.2,203.84,259.43,24.32
1711368000,5,17730.71,246.76,152.17,0,90.6,322.08,402.28,27.87
1711371600,5,19226.07,271.8,152.17,0,90.6,418.61,518.32,35.97
1711375200,5,18371.58,257.49,141.2,0,80.11,470.89,586.41,40.53
1711378800,5,17303.47,236.03,124.75,0,69.62,501.77,628.45,41.54
1711382400,5,16662.6,232.46,106.93,0,62.94,520.47,656.46,39.01
1711386000,5,15167.24,211,87.74,0,51.98,475.86,608.12,28.37
1711389600,5,12069.7,162.72,68.55,0,40.05,401.49,522.58,24.07
1711393200,5,9719.85,123.38,54.84,0,34.81,358.34,479.42,27.61
1711396800,5,8544.92,104.61,48.67,0,36.72,349.95,471.03,36.98
1711400400,5,7904.05,92.98,45.93,0,41.01,350.8,467.23,48.64
1711404000,5,7690.43,89.41,45.93,0,47.21,352.33,460.38,59.28
1711407600,5,8651.73,110.86,47.3,0,56.74,379.44,487.49,67.89
1711411200,5,14312.74,218.15,56.89,0.1,91.55,525.46,665.17,94.23
1711414800,5,23925.78,407.7,80.2,0.31,129.7,704.92,881.88,99.3
1711418400,5,28198.24,486.37,98.71,0.36,118.26,734.3,916.85,63.33
1711422000,5,21789.55,339.75,109.67,0.66,89.65,559.61,704.91,53.2
1711425600,5,3204.35,6.43,76.77,25.39,28.37,94.55,117.4,12.03
1711429200,4,1949.31,1.55,47.3,43.27,23.6,61.92,76.3,8.74
1711432800,4,1735.69,3.21,41.13,50.78,24.56,51.24,63.7,7.54
1711436400,3,1655.58,2.26,46.61,46.49,27.42,40.62,52.71,6.78
1711440000,3,1682.28,1.61,53.47,31.47,30.52,33.16,45.32,6.78
1711443600,3,1815.8,1.47,59.63,19.67,31.95,31.48,44.17,7.22
1711447200,4,5233.76,55.88,79.51,0.86,49.59,68.3,94.08,15.83
1711450800,5,12069.7,189.54,87.74,0.01,79.15,159.76,209.03,25.59
1711454400,5,17944.34,303.98,101.45,0,97.27,279.52,354.31,32.93
1711458000,5,20721.44,350.48,117.9,0,100.14,396.61,500.16,42.05
1711461600,5,21575.93,368.36,117.9,0,93.46,487.81,620.16,45.09
1711465200,5,21789.55,375.51,105.56,0,84.88,563.18,719.7,45.09
1711468800,5,21789.55,386.24,93.22,0,77.25,617.58,802.03,42.56
1711472400,5,21575.93,393.39,82.25,0,66.76,635.24,834.58,33.94
1711476000,5,20080.57,371.93,70.6,0,55.79,623.21,811.36,32.17
1711479600,5,18157.96,336.17,63.06,0,47.68,610.45,778.11,34.45
1711483200,5,16662.6,307.56,59.63,0,44.35,602.92,759.4,39.01
1711486800,5,15594.48,286.1,58.26,0,46.25,605.04,754.06,46.61
1711490400,5,14739.99,264.64,58.26,0,48.64,586.11,722.1,51.68
1711494000,5,14526.37,253.92,56.89,0,47.21,569.33,694.13,42.56
1711497600,5,17517.09,311.14,63.06,0.02,61.04,633.28,765.54,43.57
1711501200,5,19439.7,350.48,82.25,0.09,80.11,602.76,727.56,40.02
1711504800,5,22216.8,400.54,98.71,0.09,93.46,613.57,742.1,42.05
1711508400,5,19866.94,343.32,108.3,0.08,86.78,524,638.57,42.56
1711512000,5,4646.3,35.32,105.56,0.35,42.92,132.49,160.92,12.79
1711515600,5,2616.88,1.52,89.11,8.4,36.72,79.51,97.24,8.23
1711519200,4,2002.72,0.06,67.86,24.32,34.81,66.94,80.87,6.4
1711522800,4,1815.8,0.02,65.12,30.4,39.1,61.12,73.25,5.57
1711526400,4,1869.2,0.08,74.03,26.82,44.82,58.5,70.22,5.64
1711530000,4,2109.53,0.34,81.57,20.74,46.73,57.49,69.47,6.02
1711533600,5,6088.26,59.01,104.19,0.37,58.17,102.97,130.45,14.06
1711537200,5,13244.63,191.33,111.04,0.01,80.11,202.48,255.79,21.53
1711540800,5,19866.94,321.87,122.01,0,99.18,341.7,424.75,28.88
1711544400,5,23712.16,396.97,128.87,0,103.95,497.5,615.87,39.01
1711548000,5,24780.27,418.42,119.27,0,96.32,618.32,767.38,48.13
1711551600,5,24993.9,422,111.04,0,96.32,712.42,883.82,64.34
1711555200,5,25421.14,436.31,111.04,0,101.09,762.84,936.09,72.96
1711558800,5,23284.91,411.27,106.93,0,82.97,696.57,838.14,48.13
1711562400,5,19866.94,357.63,98.71,0,61.99,612.37,725.07,30.65
1711566000,5,17089.84,307.56,90.48,0,47.68,559.43,654.44,24.57
1711569600,5,15380.86,275.37,83.63,0,42.44,538.82,627.31,28.63
1711573200,5,14312.74,253.92,80.88,0,44.35,534.5,621.13,38
1711576800,5,13885.5,250.34,81.57,0,51.98,543.68,626.57,48.13
1711580400,5,14312.74,257.49,74.03,0,55.79,559.65,648.13,50.66
1711584000,5,17944.34,325.44,69.23,0.04,72.48,640.11,752.8,58.26
1711587600,5,24780.27,464.92,78.83,0.36,90.6,764.29,900.27,50.16
1711591200,5,29052.73,536.44,112.41,0.76,94.41,834,975.56,40.02
1711594800,5,27771,479.22,154.91,1.03,87.74,806.71,937.1,40.02
1711598400,5,7049.56,85.83,132.98,0.45,54.84,223.26,257.75,12.67
1711602000,5,5554.2,58.11,123.38,0.47,60.08,175.78,206.56,11.91
1711605600,5,4112.24,33.53,109.67,1.23,56.74,128.95,153.48,9.75
1711609200,5,3097.53,17.88,95.96,1.83,49.59,93.58,112.83,8.11
1711612800,5,3150.94,19.45,94.59,0.88,51.98,84.95,104.03,8.74
1711616400,5,4112.24,38,105.56,0.13,61.99,99.27,121.62,10.89
1711620000,5,11322.02,185.97,117.9,0,93.46,206.65,253.39,20.52
1711623600,5,23712.16,439.88,128.87,0,129.7,405.84,494.43,32.93
1711627200,5,31188.96,593.66,143.95,0,148.77,601.23,731.7,55.22
1711630800,5,34606.93,643.73,156.28,0,167.85,778.11,958.84,93.22
1711634400,5,34606.93,643.73,156.28,0,160.22,903.36,1125.05,106.39
1711638000,5,32897.95,593.66,152.17,0,143.05,961.79,1207.68,105.38
1711641600,5,30761.72,543.59,148.06,0,131.61,950.1,1199.7,106.39
1711645200,5,28198.24,500.68,150.8,0,135.42,882.78,1111.9,116.53
1711648800,5,24780.27,425.58,146.69,0,129.7,788.86,995.62,122.61
1711652400,5,21575.93,361.2,142.57,0,123.98,726.93,892.71,133.75
1711656000,5,19439.7,314.71,135.72,0,115.39,695.95,837.51,141.86
1711659600,5,17730.71,275.37,119.27,0,100.14,672.83,797.63,139.83
1711663200,5,15594.48,228.88,93.22,0,74.39,618.63,723.87,107.41
1711666800,5,14312.74,202.06,69.23,0,55.31,570.41,670.06,66.88
1711670400,5,16448.97,239.61,60.32,0.05,60.56,599.53,709.43,51.68
1711674000,5,15594.48,228.88,78.83,0.65,66.76,475.35,564.76,34.45
1711677600,5,14953.61,198.48,119.27,2.48,71.53,408.09,490.98,32.93
1711681200,5,11535.64,84.04,178.22,15.02,64.85,342.17,412.03,34.45
1711684800,5,2750.4,2.04,57.58,83.68,23.13,87.92,104.71,10.77
1711688400,4,1735.69,0.64,33.24,94.41,17.17,50.49,61.25,7.98
1711692000,3,1522.06,0.43,31.53,90.84,16.45,42.52,52.35,7.73
1711695600,3,1548.77,0.37,37.01,81.54,18.84,41.01,51.34,8.23
1711699200,3,1682.28,0.23,45.24,71.53,22.89,44.44,55.91,9.12
1711702800,3,1842.5,0.11,52.78,60.8,25.51,46.33,58.63,9.88
1711706400,4,3845.21,10.95,100.08,13.23,37.67,68.38,88.14,15.45
1711710000,5,8438.11,87.62,128.87,0.01,61.99,128.95,166.23,24.57
1711713600,5,12496.95,160.93,149.43,0,80.11,216.05,278.89,31.92
1711717200,5,18371.58,261.07,169.99,0,97.27,390.94,512.34,47.12
1711720800,5,23712.16,357.63,164.51,0,97.27,590.22,782.3,53.2
1711724400,5,24566.65,375.51,142.57,0,86.78,700.72,950.46,53.7
1711728000,5,23284.91,357.63,120.64,0,75.34,706.71,982.48,48.64
1711731600,5,21148.68,332.59,101.45,0,61.99,640.66,905.22,36.48
1711735200,5,18157.96,286.1,83.63,0,46.73,565.6,807.78,31.16
1711738800,5,14099.12,216.36,69.92,0,34.33,473.19,681.83,29.13
1711742400,5,11322.02,160.93,61.01,0,26.23,404.57,575.94,25.08
1711746000,5,10253.91,135.9,56.89,0,21.7,386.52,529.95,20.01
1711749600,5,9933.47,119.81,56.21,0,19.79,383.47,502.69,15.58
